time,VNINDEX,ACB,DGC,DGW,DHC,FMC,FPT,FRT,GIL,HDG,HPG,IDC,IDV,IJC,MBB,MWG,NTL,PDR,PNJ,PTB,PHR,QNS,REE,SSI,TCB,THG,TNG,TPB,CTR,TVS,VCB,VCI,VCS,BVB,VPB
20240411,1258.2,19.05,116.72,47.19,32.91,45.49,97.71,145.2,23.48,25.51,27.18,53.36,30.91,13.88,20.21,51.89,19.17,28.55,97.98,62.36,55.9,43.97,46.17,29.0,21.87,34.82,18.5,13.87,120.36,21.68,62.88,38.6,63.38,9.97,17.89
20240410,1258.56,19.02,114.78,46.59,32.91,45.58,96.77,140.0,23.0,25.56,26.95,53.36,31.07,14.07,20.25,51.59,19.39,28.55,98.57,62.36,56.37,43.71,45.95,28.85,22.14,34.78,18.67,13.87,123.1,21.77,63.21,38.45,63.48,10.06,17.89
20240409,1262.82,19.16,113.9,46.96,33.39,45.77,96.09,140.0,23.79,25.51,27.18,53.91,31.16,14.07,20.42,52.38,19.26,29.09,95.04,62.27,57.22,44.06,46.1,29.28,22.21,34.78,18.75,14.06,122.31,22.09,63.08,39.06,63.48,9.62,17.89
20240408,1250.35,19.05,112.93,45.98,33.35,45.68,95.75,142.9,23.2,25.24,26.91,53.73,31.07,13.88,19.99,49.6,19.75,28.78,93.57,61.1,56.75,43.18,45.88,28.65,22.06,34.82,18.33,13.79,124.37,21.64,63.48,37.62,62.53,9.44,17.93
20240405,1255.11,19.05,116.53,47.94,33.78,45.58,96.68,148.0,24.92,25.51,26.77,53.82,31.41,14.17,19.87,50.6,19.14,29.09,94.94,60.23,57.41,43.18,45.95,28.73,21.92,35.02,18.5,13.76,129.46,22.0,63.48,37.62,63.38,9.53,17.98
20240404,1268.25,19.34,119.35,49.44,34.18,45.49,96.94,149.0,25.75,26.41,26.91,53.82,30.99,14.74,20.25,50.3,18.81,29.36,95.53,60.13,59.41,43.18,46.17,29.39,22.31,35.36,19.01,13.91,130.74,22.0,64.21,39.36,64.52,9.62,17.84
20240403,1271.47,19.65,119.16,49.29,34.89,46.22,97.88,148.4,25.82,26.59,27.23,54.38,30.91,15.07,20.59,49.8,18.09,29.14,95.04,61.2,60.55,43.53,46.76,29.71,22.69,35.11,19.18,13.98,132.21,22.27,62.74,39.44,66.22,9.62,17.89
20240402,1287.04,19.93,119.35,50.64,34.61,45.54,99.49,153.0,26.47,26.81,27.64,55.68,30.99,15.17,21.1,51.19,18.65,29.77,97.0,63.04,61.12,43.62,47.05,30.37,23.11,34.53,19.6,14.25,134.65,22.41,63.21,40.57,67.17,9.62,18.07
20240401,1281.52,19.97,117.11,49.37,34.02,44.9,99.32,153.5,25.99,26.41,27.36,54.28,31.33,15.26,21.19,50.99,18.09,29.68,96.9,62.27,60.26,43.44,46.47,30.29,23.01,34.4,18.84,14.17,131.72,22.55,63.68,40.57,67.17,9.62,18.16
20240329,1284.09,20.0,120.13,49.67,34.53,44.26,99.07,156.0,26.54,26.18,27.5,54.75,31.49,15.02,21.61,50.7,17.6,28.78,96.9,64.02,60.64,43.8,46.83,30.06,23.06,34.4,18.75,14.44,135.44,22.68,63.48,40.72,68.21,9.71,18.26
20240328,1290.18,19.9,120.62,49.44,34.77,45.77,99.58,156.9,27.2,26.36,27.77,54.56,31.66,15.26,21.7,50.6,17.24,29.0,95.73,62.27,60.36,44.15,46.91,30.56,23.28,34.4,19.01,14.44,139.26,22.73,64.01,40.65,66.32,9.53,18.16
20240327,1283.09,19.65,117.5,49.29,34.65,45.54,97.96,147.0,26.16,26.63,27.82,54.56,32.0,15.02,21.53,50.3,17.0,29.0,95.53,63.63,60.83,43.71,46.91,30.06,22.09,34.36,19.26,14.51,139.75,22.55,64.08,39.97,66.7,9.62,18.12
20240326,1282.21,19.62,117.5,48.91,34.57,45.49,97.79,147.9,25.47,26.1,27.77,54.28,31.91,15.07,21.48,48.27,16.84,28.91,95.43,60.91,60.83,42.47,47.05,29.67,22.28,33.98,18.5,14.47,132.21,22.55,64.42,40.27,65.75,9.62,18.12
20240325,1267.86,19.3,116.82,48.69,34.5,44.67,96.94,148.0,24.96,25.78,27.45,53.82,32.25,14.79,21.02,47.92,16.37,28.42,94.06,61.0,59.31,42.38,46.61,29.28,21.72,33.94,18.33,14.36,127.31,22.59,64.01,39.36,65.09,9.53,17.47
20240322,1281.8,19.76,120.32,50.34,34.81,45.13,97.71,149.7,26.16,26.14,27.77,55.21,32.5,14.93,21.31,48.71,16.7,28.46,96.51,62.85,60.74,42.38,47.05,29.51,21.77,34.03,18.58,14.17,125.64,22.45,64.48,40.65,65.56,9.71,17.38
20240321,1276.42,19.65,119.74,49.82,35.05,45.58,98.81,150.0,26.27,26.32,27.5,54.84,32.5,15.02,21.06,48.12,16.82,27.78,96.7,62.85,60.64,42.56,46.17,29.39,21.87,34.07,18.58,14.17,124.76,22.55,63.68,40.87,66.51,9.8,17.33
20240320,1260.08,19.3,119.55,49.44,34.53,44.76,97.37,150.0,25.89,26.05,27.27,54.28,31.74,14.83,20.55,47.62,16.75,25.98,96.22,62.85,60.74,42.74,45.59,29.04,20.51,34.11,18.42,14.06,116.63,22.36,62.34,40.27,65.56,9.71,17.24
20240319,1242.46,18.84,115.85,48.24,34.81,44.49,95.24,149.7,25.47,25.83,27.09,53.36,31.83,14.64,19.74,45.14,16.68,25.93,94.55,63.63,61.21,42.74,45.36,28.22,19.54,34.11,18.16,13.76,115.56,22.14,61.87,38.38,64.9,9.62,16.78
20240318,1243.56,18.88,115.07,48.91,34.57,43.99,96.09,149.9,26.16,25.87,26.91,53.73,31.74,14.93,19.74,45.54,16.05,26.29,95.33,64.11,57.41,42.12,45.29,28.61,19.44,34.28,18.33,13.83,113.31,22.0,62.21,39.13,63.86,9.62,16.82
20240315,1263.78,19.19,123.63,51.85,36.31,45.4,98.64,147.0,26.37,26.68,27.36,55.49,32.16,15.55,20.25,46.98,16.37,25.39,97.49,62.56,58.17,42.47,46.98,29.51,20.07,34.6,18.92,14.21,116.05,22.91,62.88,40.65,67.17,9.8,17.24
20240314,1264.26,19.12,124.8,49.67,36.39,45.86,99.49,154.0,25.03,26.68,27.59,55.95,32.16,15.74,19.95,46.88,15.94,25.39,98.28,62.46,55.9,42.82,47.2,29.55,20.07,34.64,19.18,14.17,115.07,22.64,63.55,39.51,68.02,9.71,17.38
20240313,1270.51,19.41,123.83,49.52,34.89,45.22,99.49,158.0,23.86,26.14,28.0,55.68,31.58,14.74,20.29,48.17,15.74,25.43,98.86,61.2,56.94,42.29,46.69,29.63,20.37,34.52,19.34,14.36,117.12,22.73,64.21,39.06,65.75,9.8,17.61
20240312,1245.0,18.77,115.75,47.64,33.86,44.58,95.15,158.0,22.31,25.2,27.45,54.56,31.33,14.17,19.65,46.38,15.23,24.8,96.43,61.1,57.22,41.94,45.51,28.34,19.98,34.36,19.01,13.98,115.46,22.0,63.14,36.56,64.8,9.71,17.15
20240311,1235.49,18.77,114.87,44.56,33.78,44.17,93.54,154.5,21.62,25.29,27.18,53.45,31.33,14.22,19.53,46.03,14.91,24.76,96.43,58.77,55.8,41.76,45.51,28.38,19.59,34.28,18.42,13.98,110.17,22.09,62.94,36.07,65.28,9.53,17.15
20240308,1247.35,18.98,116.24,45.31,33.39,43.94,93.54,146.0,21.76,26.14,27.55,53.63,31.66,14.64,20.08,47.37,15.0,25.3,93.99,57.02,53.33,42.38,46.32,28.73,19.88,33.99,18.92,14.06,103.02,21.86,63.61,36.22,63.48,9.62,17.56
20240307,1268.46,19.3,117.7,43.58,34.02,43.85,94.64,147.0,22.34,25.42,28.18,53.26,31.74,14.26,20.76,48.61,15.0,25.89,93.99,56.83,52.29,43.09,46.25,29.43,20.66,34.03,19.18,14.55,104.1,22.05,64.08,37.24,61.21,9.89,17.98
20240306,1262.73,19.37,110.01,43.35,33.31,43.81,92.77,145.1,22.03,25.24,28.0,53.17,32.0,14.26,20.93,48.32,14.73,25.61,92.53,57.22,52.38,43.09,45.81,28.96,20.73,34.11,18.58,14.51,101.85,20.64,63.95,35.95,61.59,9.8,17.93
20240305,1269.98,19.62,110.39,44.48,33.86,43.76,94.13,145.0,22.58,25.87,28.32,53.91,32.0,14.55,20.93,49.6,15.05,26.2,94.28,57.9,53.14,43.88,46.47,29.2,20.46,34.15,18.92,14.66,101.85,21.32,63.88,36.18,61.87,10.06,18.26
20240304,1261.41,19.51,109.13,44.33,33.94,43.12,94.73,141.8,22.58,25.33,28.0,54.19,32.42,14.17,20.59,47.03,15.14,26.52,93.11,58.09,53.62,43.71,45.66,29.0,20.29,34.28,18.92,14.81,101.95,21.23,64.21,35.46,61.59,10.15,18.12
20240301,1258.28,19.51,110.98,44.48,33.31,43.58,94.22,141.0,22.0,25.42,28.05,54.66,31.61,14.45,20.42,46.23,14.96,26.2,93.21,58.09,53.52,43.0,45.73,29.16,20.29,33.95,18.08,15.0,102.83,21.32,65.08,35.46,62.44,10.24,18.16
20240229,1252.73,19.65,109.03,41.93,33.07,43.58,92.69,145.0,22.0,23.77,28.18,54.66,30.9,14.03,20.55,45.84,15.09,26.2,88.05,55.95,52.86,42.74,44.92,28.89,20.46,34.11,17.99,15.0,102.83,20.82,65.08,34.52,61.4,9.8,18.39
20240228,1254.55,19.65,107.57,41.63,33.39,43.12,92.26,136.3,22.1,23.86,27.82,54.47,31.47,13.98,20.76,44.94,15.0,25.93,87.86,55.47,53.9,42.74,44.92,28.18,20.46,34.03,18.08,15.12,100.38,21.18,65.15,34.18,60.55,9.71,18.39
20240227,1237.46,19.37,108.64,41.7,33.47,43.76,91.75,135.9,22.31,23.81,27.59,54.66,31.54,13.69,20.63,44.4,15.23,26.07,87.56,55.95,53.52,42.38,43.38,28.03,20.34,33.99,18.16,14.47,100.08,21.09,60.94,34.4,61.11,9.71,17.89
20240226,1224.17,19.3,104.16,41.18,33.55,44.22,91.84,134.5,22.03,23.36,26.18,53.08,31.26,12.84,20.42,44.0,14.38,25.52,86.2,55.08,52.86,42.56,42.65,27.4,19.98,33.3,18.08,14.47,99.99,19.73,59.87,34.21,57.24,9.8,17.79
20240223,1212.0,19.16,97.35,40.95,32.91,42.12,88.35,130.9,21.62,23.19,25.82,52.43,30.61,12.46,20.33,43.65,14.06,25.3,85.52,52.55,52.29,42.38,42.94,26.66,19.44,33.46,17.4,14.44,96.17,19.27,59.47,32.96,57.52,9.8,18.02
20240222,1227.31,19.41,98.52,42.08,33.78,41.66,88.95,126.5,22.38,23.99,25.95,53.63,29.97,12.92,20.38,44.94,14.42,26.29,87.27,53.04,53.52,42.38,43.75,27.05,19.54,32.98,17.74,14.78,97.24,19.41,59.87,33.49,59.22,9.71,18.21
20240221,1230.04,19.44,99.0,42.53,32.83,42.39,90.05,126.8,21.65,24.08,26.18,52.52,29.9,13.09,20.42,45.74,14.08,26.65,85.81,53.33,53.52,42.21,44.19,27.29,18.91,32.89,17.74,14.74,94.01,19.55,61.0,33.91,58.65,9.8,18.26
20240220,1230.06,19.34,96.08,42.23,32.91,42.62,88.69,122.6,21.58,23.95,26.55,51.78,28.98,12.67,20.29,46.43,14.2,26.65,86.39,53.14,53.14,42.38,43.16,27.56,18.86,32.33,17.57,14.17,94.99,19.64,61.07,34.06,58.09,9.8,18.12
20240219,1224.97,19.44,94.04,43.05,33.07,42.39,89.29,123.5,21.31,24.22,26.55,51.78,28.55,12.84,20.38,46.43,14.29,26.52,86.39,53.43,53.33,42.29,43.46,27.48,18.86,32.41,17.57,14.21,95.48,19.64,60.33,34.06,57.61,9.89,18.3
20240216,1209.7,19.37,92.97,42.9,32.91,42.12,89.37,124.5,21.34,24.22,26.0,52.24,28.69,12.97,20.42,45.93,14.15,26.83,88.15,53.91,52.48,42.74,43.09,27.32,18.67,32.57,17.57,14.29,95.19,19.59,59.93,34.06,57.9,9.89,18.35
20240215,1202.5,19.09,92.87,43.2,33.23,41.94,88.44,125.4,21.21,24.35,26.09,52.06,28.83,13.01,20.55,45.49,13.88,26.83,88.54,53.91,51.25,42.38,42.8,27.4,18.62,32.45,17.74,14.25,93.72,19.32,60.13,34.18,58.46,9.89,18.3
20240207,1198.53,19.65,93.65,41.78,33.31,41.76,89.2,125.0,19.83,23.99,25.59,51.96,29.05,13.09,19.99,46.23,13.97,27.15,88.83,53.82,50.87,42.12,41.47,27.4,18.09,32.37,17.4,13.98,94.5,19.27,60.2,34.14,58.46,9.8,18.12
20240206,1188.48,19.55,93.07,42.08,33.23,41.76,88.52,123.5,19.79,23.59,25.5,52.24,28.83,13.09,19.61,46.63,13.84,27.06,88.63,52.65,50.49,42.38,41.25,27.32,17.29,32.08,17.4,13.68,94.4,19.18,59.87,33.91,57.61,9.62,17.84
20240205,1186.06,19.51,88.39,41.7,33.23,41.85,88.01,119.5,19.97,23.72,25.45,51.41,28.98,13.09,19.53,47.03,14.06,26.83,88.63,52.94,50.49,42.47,40.74,27.29,17.21,32.0,17.4,13.72,94.99,19.0,60.2,33.23,57.52,9.62,17.75
20240202,1172.55,18.42,88.3,41.55,33.27,41.12,86.74,119.0,19.69,23.86,25.36,51.13,28.19,12.97,18.51,47.03,14.22,26.65,89.51,52.36,50.87,42.12,40.37,27.17,16.56,32.04,17.15,13.23,93.13,19.18,60.4,33.12,57.52,9.62,17.38
20240201,1173.02,18.25,88.2,41.25,33.27,41.07,84.95,118.2,20.07,23.5,25.32,51.96,28.26,13.18,18.63,45.84,14.33,25.52,89.32,52.75,51.25,41.24,40.67,27.05,16.56,32.04,17.49,13.49,92.54,18.91,60.07,32.74,57.71,9.53,17.7
20240131,1164.31,18.07,88.0,40.65,33.47,40.66,81.38,114.6,19.97,23.45,25.23,49.18,27.98,12.71,18.51,44.64,14.06,25.3,89.12,52.36,48.59,40.62,41.11,26.86,16.75,31.92,16.98,13.49,89.41,18.91,59.2,32.47,55.72,9.53,17.93
20240130,1179.65,18.21,88.0,41.33,32.2,40.84,81.29,113.7,19.21,23.68,25.45,49.83,28.26,12.92,18.8,45.04,14.33,25.7,89.02,52.65,48.87,40.88,41.4,26.66,17.07,31.8,17.32,13.83,90.78,19.05,60.87,31.83,52.79,9.62,18.21
20240129,1175.69,18.21,87.52,40.88,31.49,39.66,81.55,108.5,18.49,23.36,25.45,47.6,28.12,12.33,18.85,44.25,14.31,25.48,88.93,52.75,47.36,40.79,41.47,26.5,17.09,31.68,16.56,13.72,90.29,19.05,61.0,31.83,52.79,9.62,18.26
20240126,1175.67,18.46,86.54,40.95,31.73,39.38,81.55,105.0,18.45,23.05,25.77,47.51,27.84,12.41,18.72,44.55,14.15,25.75,87.17,53.43,46.22,40.44,41.25,26.62,17.17,31.68,16.47,13.83,90.0,19.0,61.54,32.17,51.94,9.8,18.26
20240125,1170.37,18.11,85.67,41.33,32.04,39.02,80.87,106.3,18.25,23.05,25.68,47.14,28.05,12.33,18.63,44.84,14.24,25.03,87.17,54.5,45.69,40.71,41.33,26.5,16.97,32.33,16.47,13.72,89.7,19.0,60.87,32.25,52.03,9.89,18.16
20240124,1172.97,18.11,86.93,40.27,32.2,39.02,80.78,99.4,18.31,23.1,25.68,46.86,27.05,12.33,18.63,44.05,13.48,24.94,87.08,54.2,45.74,40.62,41.69,26.54,17.09,32.45,16.56,13.83,90.68,19.14,60.94,32.36,52.03,9.89,18.16
20240123,1177.5,18.28,87.23,41.03,32.16,39.02,81.29,100.1,18.59,23.28,25.77,47.23,26.84,12.54,18.68,45.04,13.19,25.12,87.47,54.4,46.03,40.62,41.77,26.39,17.19,32.41,16.73,14.06,90.68,19.18,61.2,32.13,52.32,9.8,18.21
20240122,1182.86,18.46,89.08,41.55,32.12,39.48,81.97,100.8,18.59,23.59,25.73,47.32,26.84,12.33,18.8,45.79,13.26,25.3,85.42,55.37,46.36,41.41,41.18,26.5,16.95,32.33,16.73,14.1,90.49,19.14,61.54,32.02,52.41,9.97,18.3
20240119,1181.5,18.21,89.37,41.7,32.75,39.89,81.89,99.9,18.59,22.96,25.27,47.51,26.77,12.37,18.76,45.69,13.35,24.94,85.91,55.56,46.45,40.88,41.11,26.31,16.95,32.25,16.39,14.06,90.0,19.14,61.94,31.94,52.22,9.97,18.21
20240118,1169.06,17.97,89.76,41.7,32.91,39.29,81.29,99.7,18.83,23.19,25.14,47.42,26.7,12.37,18.46,45.49,13.19,25.25,86.69,55.08,46.03,40.88,40.89,26.39,16.68,32.25,16.47,13.95,88.53,19.18,60.94,31.87,51.75,9.89,18.02
20240117,1162.53,17.83,89.37,41.33,32.48,39.84,81.38,99.5,18.8,22.96,25.14,47.05,26.77,12.16,18.29,44.55,13.08,24.94,86.3,54.88,46.03,40.26,41.18,26.27,16.51,32.0,16.64,13.87,86.55,18.91,60.8,31.79,51.75,9.71,17.84
20240116,1163.12,17.83,91.02,42.08,32.83,39.84,81.38,98.2,17.83,23.41,25.27,47.14,26.84,12.16,18.29,43.95,13.14,24.98,84.15,55.86,45.93,39.47,40.81,26.15,16.56,32.0,16.39,14.06,87.22,19.05,60.2,31.56,52.22,9.89,17.98
20240115,1154.12,17.76,89.08,41.18,32.83,40.34,81.12,96.9,17.28,21.98,24.64,46.68,26.56,11.82,18.25,42.56,12.9,24.39,82.3,55.37,45.55,38.59,40.52,25.76,16.63,31.96,16.22,13.83,85.78,19.45,60.2,31.03,51.84,9.89,17.89
20240112,1154.7,18.11,89.17,41.18,32.16,40.89,80.53,97.8,17.52,22.38,24.68,47.32,26.56,11.95,18.16,41.57,13.08,24.94,82.79,55.37,45.65,38.85,40.45,26.43,16.8,31.84,16.31,14.02,86.26,19.41,59.33,31.79,52.88,9.97,18.16
20240111,1162.22,17.72,90.05,41.1,32.24,41.57,80.78,98.1,17.73,22.92,25.0,48.32,26.7,12.16,17.57,42.11,13.44,25.12,83.96,55.18,47.02,38.76,40.96,26.47,16.56,32.33,16.56,13.98,88.66,19.41,59.73,32.06,53.45,10.06,18.16
20240110,1161.54,17.72,90.05,40.95,32.24,41.57,80.53,98.9,17.9,23.28,24.86,47.77,26.48,11.9,17.78,41.92,13.44,25.3,84.64,54.88,46.79,39.03,40.96,26.31,16.68,32.33,16.8,13.98,87.6,19.36,59.87,31.64,53.36,9.97,18.12
20240109,1158.59,17.55,91.41,41.93,32.75,42.12,82.14,100.5,18.07,23.9,25.18,47.86,26.7,12.16,17.74,42.36,13.37,25.84,83.28,55.37,47.02,39.38,41.18,26.54,16.73,32.57,16.97,13.42,87.98,19.36,58.73,32.32,53.92,9.8,17.7
20240108,1160.19,17.79,91.61,42.6,32.91,41.57,82.74,101.1,17.63,23.99,25.32,46.78,27.2,12.24,17.61,42.86,13.28,25.43,82.11,55.18,46.98,39.12,41.69,26.62,16.54,32.49,16.64,13.57,88.75,19.59,58.06,32.32,54.49,9.89,17.79
20240105,1154.68,17.86,92.97,41.78,31.65,41.57,82.82,103.0,17.56,24.08,25.27,46.69,26.27,12.2,17.44,43.5,13.28,24.94,81.23,54.59,47.21,38.95,42.14,26.66,16.1,32.12,16.64,13.6,87.89,19.68,57.66,32.17,54.3,9.89,17.75
20240104,1150.72,17.76,93.46,41.33,30.9,41.53,82.65,103.5,17.69,23.86,25.23,47.05,26.7,12.16,17.1,42.86,13.12,24.85,82.4,55.18,47.17,39.21,42.36,26.23,16.05,31.92,16.47,13.53,87.22,19.55,57.46,32.13,52.22,9.8,17.89
20240103,1144.17,17.55,91.51,42.0,30.3,41.39,81.89,105.0,17.87,23.72,25.27,47.05,26.7,12.12,16.29,42.86,13.3,24.85,83.76,55.27,47.45,39.3,42.28,25.72,15.81,32.08,16.72,13.19,87.7,19.27,56.52,32.32,52.22,9.53,17.65
20240102,1131.72,17.16,91.31,39.3,30.06,41.48,81.55,105.3,17.14,24.17,24.95,46.15,26.27,11.82,16.04,42.11,13.08,24.39,83.76,55.56,46.69,39.3,42.21,25.37,15.57,31.92,16.39,13.08,87.89,19.18,55.85,32.02,52.22,9.35,17.42
20231229,1129.93,16.77,91.9,39.3,30.06,41.03,81.72,107.0,17.18,24.71,25.41,46.96,26.63,11.86,15.87,42.46,12.23,25.16,83.76,55.85,47.17,39.55,41.69,25.61,15.42,31.88,16.56,13.15,87.98,19.18,53.71,32.36,52.03,9.44,17.75
20231228,1128.93,16.67,91.51,39.22,30.22,40.98,82.14,105.2,17.07,24.66,25.41,47.05,26.63,11.86,15.78,42.71,12.41,25.03,82.6,55.85,46.88,39.3,41.4,25.76,15.27,31.84,16.56,13.08,86.45,19.09,55.38,32.32,52.03,9.26,17.38
20231227,1121.99,16.35,91.61,39.45,29.95,40.89,82.4,103.1,17.14,24.71,25.23,46.96,26.7,11.9,15.66,42.51,12.61,24.98,83.08,55.85,46.98,39.12,41.4,25.61,14.96,31.72,16.64,13.11,87.03,18.45,55.32,31.83,51.94,9.35,17.1
20231226,1122.25,16.32,91.41,39.45,30.03,40.93,82.65,103.4,17.32,25.69,25.27,46.96,26.7,12.03,15.7,42.36,12.74,25.12,83.37,56.13,46.22,38.6,40.96,25.57,14.93,31.72,16.89,12.85,87.7,18.36,55.38,31.79,52.13,9.35,17.1
20231225,1117.66,16.39,89.37,39.67,30.14,40.84,81.63,103.9,17.49,26.18,24.95,46.42,26.7,11.95,15.66,42.31,12.74,24.89,82.3,57.17,45.12,38.69,41.18,25.41,15.01,31.76,16.56,12.89,88.18,18.36,54.72,31.22,52.03,9.35,17.1
20231222,1103.06,16.28,88.1,38.62,29.99,40.89,80.44,102.5,17.07,26.05,24.59,46.06,26.7,11.82,15.57,42.02,12.74,24.21,81.62,55.37,45.08,38.69,40.96,25.26,14.84,31.68,16.31,12.77,85.68,18.09,54.11,31.03,51.56,9.26,16.78
20231221,1102.43,16.32,88.59,38.7,29.51,41.12,80.87,101.9,17.14,25.78,24.73,45.79,26.7,11.73,15.44,42.31,12.36,23.85,81.72,55.09,45.17,38.78,41.47,25.14,14.86,31.51,16.47,12.77,83.19,18.09,54.11,31.34,51.65,9.26,16.82
20231220,1100.76,16.28,89.17,38.7,29.04,41.12,80.53,101.5,17.32,24.84,24.73,45.79,26.27,11.78,15.44,42.07,12.34,23.85,78.21,54.62,45.22,39.12,41.33,25.22,14.72,31.47,16.47,12.77,83.29,18.36,54.25,31.41,51.84,9.35,16.87
20231219,1096.3,16.18,89.85,38.09,28.6,41.12,80.44,99.7,17.21,24.89,24.73,45.52,26.34,11.65,15.44,40.33,12.09,23.94,77.34,54.62,45.08,38.26,41.33,25.1,14.84,31.55,16.72,12.85,83.29,18.23,54.31,31.3,51.65,9.35,16.92
20231218,1091.88,16.0,88.39,37.19,28.48,40.75,79.93,100.6,16.97,24.89,24.18,45.07,26.34,11.56,15.31,39.29,12.0,23.76,77.43,54.62,44.79,38.0,41.69,24.75,14.57,31.51,16.47,12.77,83.0,18.23,54.52,31.0,51.09,9.35,17.01
20231215,1102.3,15.97,87.92,38.09,29.67,40.93,81.8,100.8,17.18,24.93,24.36,45.52,26.63,11.95,15.36,40.43,12.32,23.76,77.14,54.9,44.89,38.17,41.62,24.83,14.84,31.6,16.22,12.81,83.96,18.73,54.98,30.66,51.56,9.35,17.29
20231214,1110.13,15.79,89.52,37.42,29.59,40.93,81.8,100.0,17.21,24.98,24.59,46.15,26.7,12.07,15.36,41.27,12.61,23.58,77.53,54.52,44.98,38.26,41.91,24.98,14.81,31.68,16.39,12.77,84.92,18.5,56.46,30.66,51.28,9.35,17.56
20231213,1114.2,15.65,90.37,38.7,29.71,41.48,80.95,100.0,17.56,25.07,24.86,45.79,26.7,12.07,15.36,41.37,12.59,23.81,78.31,55.18,44.98,38.26,42.36,24.98,14.79,31.59,16.14,12.85,85.68,18.77,55.99,30.96,51.65,9.44,17.75
20231212,1127.63,15.79,91.41,39.52,30.3,42.03,82.31,101.5,18.11,25.42,25.41,46.42,26.63,12.41,15.53,42.16,12.79,24.44,78.21,55.09,45.65,38.69,43.31,25.45,15.06,31.75,16.47,13.11,87.51,19.09,56.32,31.75,52.5,9.35,17.98
20231211,1125.5,15.72,92.16,39.97,30.18,42.3,80.78,99.1,17.9,25.16,25.0,45.7,26.41,12.41,15.44,42.16,12.75,25.12,77.92,54.52,45.69,38.6,43.09,25.53,14.96,32.19,15.81,13.11,85.88,19.0,56.32,32.09,53.17,9.44,17.93
20231208,1124.44,15.72,92.16,39.97,30.22,42.3,80.1,101.1,18.31,25.69,25.18,44.98,26.34,12.24,15.48,42.26,12.54,25.93,76.56,55.28,45.6,38.6,43.46,25.45,15.01,32.15,15.73,13.19,86.74,19.09,56.86,31.64,53.45,9.44,18.12
20231207,1121.49,15.72,91.6,39.82,30.46,42.85,80.19,101.9,18.38,25.96,25.09,44.98,26.7,12.33,15.53,40.53,12.34,25.89,76.46,55.75,45.84,39.04,42.58,25.65,14.96,32.19,15.98,13.26,86.74,19.09,56.99,32.17,53.64,9.44,18.16
20231206,1126.43,15.65,92.35,40.5,30.46,42.85,80.78,101.8,18.62,26.23,25.09,46.06,27.05,12.67,15.4,40.63,12.42,26.02,78.02,55.85,45.93,39.73,43.16,26.23,14.74,32.86,16.06,13.19,85.01,19.05,57.46,33.31,53.64,9.44,17.93
20231205,1115.97,15.55,91.69,39.07,30.42,41.94,80.61,101.8,18.25,25.33,24.77,45.7,27.05,12.63,15.36,39.68,12.46,25.25,77.92,55.47,45.93,39.64,43.53,26.0,14.57,31.79,15.48,12.89,85.88,19.0,57.12,33.0,53.64,9.44,17.7
20231204,1120.49,15.65,91.88,40.12,30.42,41.48,79.59,103.0,17.83,24.98,25.0,45.16,26.84,11.82,15.36,39.63,12.48,25.61,78.41,54.62,45.74,40.42,42.58,26.23,14.64,31.55,15.73,13.0,87.12,19.0,57.53,33.23,54.21,9.44,18.02
20231201,1102.16,15.4,89.62,38.7,30.14,41.34,78.57,103.0,17.32,24.48,24.45,44.17,26.84,11.52,15.14,38.44,11.78,24.39,78.21,54.43,44.94,39.99,42.06,24.98,14.43,31.63,15.07,12.92,86.93,18.36,56.86,32.02,53.45,9.35,17.84
20231130,1094.13,15.4,89.05,37.94,30.46,41.25,78.15,102.4,16.94,24.71,24.14,44.17,26.63,11.35,15.14,38.2,11.72,24.58,78.41,54.52,44.75,39.9,41.91,24.44,14.3,31.59,15.07,12.85,88.18,18.45,56.66,31.41,52.79,9.35,17.65
20231129,1102.8,15.48,90.28,38.7,30.74,42.03,77.98,99.8,17.38,24.75,24.55,43.9,26.7,11.44,15.19,38.49,11.89,24.67,77.82,54.99,44.41,39.55,42.28,24.67,14.5,31.67,15.31,12.74,86.93,18.45,56.92,31.68,52.51,9.35,17.79
20231128,1095.43,15.37,88.86,37.38,30.18,42.03,77.47,98.8,17.04,24.62,24.27,43.72,26.49,11.31,15.19,37.7,12.05,24.39,77.04,55.37,43.99,39.38,41.99,24.51,14.52,31.28,15.15,12.66,83.96,18.14,57.39,30.77,52.51,9.26,17.89
20231127,1088.06,15.33,88.77,37.42,30.1,42.17,77.13,99.0,17.04,24.8,23.91,43.27,26.7,11.31,14.97,37.7,11.87,24.03,77.43,54.9,43.84,39.21,41.77,24.2,14.21,31.16,14.9,12.58,82.91,18.14,57.39,30.66,52.88,9.17,17.75
20231124,1095.61,15.48,89.99,38.17,30.97,42.17,77.55,102.0,17.35,25.16,24.0,44.08,26.84,11.56,15.19,38.25,11.1,24.8,78.31,54.24,44.08,39.38,41.91,24.98,14.57,31.36,15.31,12.85,84.34,18.45,57.53,31.79,52.79,9.26,17.75
20231123,1088.49,15.58,87.54,37.19,31.41,42.03,77.21,99.9,17.35,25.24,23.5,43.09,26.84,11.56,15.23,37.01,11.1,24.03,78.7,54.43,44.41,39.38,42.21,24.12,14.74,31.28,15.31,12.85,80.13,18.41,57.19,30.69,52.33,9.26,17.7
